#   z            H/c (1/Mpc)           D_A(Mpc)        D_L(Mpc)  d_comoving(Mpc)     Omega_m(z)      c*Age(Mpc) 
   0.7064487E-01   0.2327314E-03   0.2886985E+03   0.3309294E+03   0.3090936E+03   0.2460828E+00   0.3894592E+04
   0.8364586E-01   0.2343238E-03   0.3366104E+03   0.3952777E+03   0.3647665E+03   0.2341169E+00   0.3842905E+04
   0.3116924E-02   0.2249073E-03   0.1382620E+02   0.1391252E+02   0.1386929E+02   0.3203805E+00   0.4179469E+04
   0.1313107E-01   0.2260200E-03   0.5753000E+02   0.5905078E+02   0.5828543E+02   0.3079193E+00   0.4135410E+04
   0.9112444E-01   0.2352522E-03   0.3634958E+03   0.4327608E+03   0.3966191E+03   0.2275293E+00   0.3813612E+04
   0.9049242E-01   0.2351734E-03   0.3612424E+03   0.4295800E+03   0.3939321E+03   0.2280780E+00   0.3816075E+04
   0.8629316E-01   0.2346514E-03   0.3461830E+03   0.4085073E+03   0.3760562E+03   0.2317610E+00   0.3832500E+04
   0.2143906E-01   0.2269558E-03   0.9297420E+02   0.9700350E+02   0.9496748E+02   0.2979941E+00   0.4099351E+04
   0.7503495E-01   0.2332660E-03   0.3050461E+03   0.3525418E+03   0.3279352E+03   0.2419674E+00   0.3877029E+04
   0.8405362E-01   0.2343742E-03   0.3380889E+03   0.3973126E+03   0.3665064E+03   0.2337523E+00   0.3841300E+04
   0.2315367E-02   0.2248189E-03   0.1028084E+02   0.1032851E+02   0.1030465E+02   0.3214022E+00   0.4183024E+04
   0.6507392E-01   0.2320576E-03   0.2677012E+03   0.3036755E+03   0.2851215E+03   0.2514183E+00   0.3917041E+04
   0.5724719E-01   0.2311194E-03   0.2377169E+03   0.2657132E+03   0.2513255E+03   0.2591344E+00   0.3948889E+04
   0.7736734E-01   0.2335513E-03   0.3136608E+03   0.3640725E+03   0.3379279E+03   0.2398123E+00   0.3867744E+04
   0.6792700E-01   0.2324020E-03   0.2784901E+03   0.3176091E+03   0.2974071E+03   0.2486698E+00   0.3905521E+04
   0.1060947E-01   0.2257383E-03   0.4662728E+02   0.4762191E+02   0.4712197E+02   0.3110049E+00   0.4146443E+04
   0.4000401E-02   0.2250048E-03   0.1772571E+02   0.1786782E+02   0.1779662E+02   0.3192586E+00   0.4175555E+04
   0.9187233E-01   0.2353456E-03   0.3661578E+03   0.4365279E+03   0.3997976E+03   0.2268820E+00   0.3810700E+04
   0.8592729E-01   0.2346060E-03   0.3448637E+03   0.4066764E+03   0.3744969E+03   0.2320850E+00   0.3833935E+04
   0.7079281E-01   0.2327494E-03   0.2892522E+03   0.3316558E+03   0.3097292E+03   0.2459428E+00   0.3893998E+04
   0.3559160E-01   0.2285761E-03   0.1517054E+03   0.1626964E+03   0.1571048E+03   0.2819034E+00   0.4038935E+04
   0.1709541E-01   0.2264651E-03   0.7453381E+02   0.7710397E+02   0.7580800E+02   0.3031377E+00   0.4118148E+04
   0.6919588E-02   0.2253279E-03   0.3054982E+02   0.3097407E+02   0.3076121E+02   0.3155829E+00   0.4162661E+04
   0.3436023E-01   0.2284339E-03   0.1466762E+03   0.1569290E+03   0.1517160E+03   0.2832639E+00   0.4044142E+04
   0.8877982E-02   0.2255454E-03   0.3910120E+02   0.3979856E+02   0.3944834E+02   0.3131438E+00   0.4154042E+04
   0.1331521E-01   0.2260406E-03   0.5832353E+02   0.5988705E+02   0.5910012E+02   0.3076953E+00   0.4134606E+04
   0.6650387E-01   0.2322301E-03   0.2731179E+03   0.3106526E+03   0.2912813E+03   0.2500366E+00   0.3911261E+04
   0.2395177E-01   0.2272411E-03   0.1035517E+03   0.1085716E+03   0.1060319E+03   0.2950635E+00   0.4088532E+04
   0.1199656E-01   0.2258931E-03   0.5263310E+02   0.5390350E+02   0.5326451E+02   0.3093033E+00   0.4140369E+04
   0.8216170E-01   0.2341406E-03   0.3312169E+03   0.3878794E+03   0.3584302E+03   0.2354495E+00   0.3848756E+04
   0.2015749E-02   0.2247859E-03   0.8953794E+01   0.8989928E+01   0.8971843E+01   0.3217850E+00   0.4184354E+04
   0.8446022E-02   0.2254974E-03   0.3721860E+02   0.3784995E+02   0.3753295E+02   0.3136800E+00   0.4155941E+04
   0.3701176E-01   0.2287406E-03   0.1574868E+03   0.1693602E+03   0.1633156E+03   0.2803433E+00   0.4032942E+04
   0.2106756E-02   0.2247959E-03   0.9356980E+01   0.9396447E+01   0.9376693E+01   0.3216687E+00   0.4183950E+04
   0.2529998E-01   0.2273946E-03   0.1092001E+03   0.1147955E+03   0.1119628E+03   0.2935044E+00   0.4082744E+04
   0.2347052E-01   0.2271864E-03   0.1015309E+03   0.1063528E+03   0.1039139E+03   0.2956223E+00   0.4090601E+04
   0.8708225E-01   0.2347493E-03   0.3490245E+03   0.4124589E+03   0.3794183E+03   0.2310638E+00   0.3829406E+04
   0.2199342E-01   0.2270186E-03   0.9531348E+02   0.9955212E+02   0.9740975E+02   0.2973448E+00   0.4096961E+04
   0.3644814E-01   0.2286753E-03   0.1551947E+03   0.1667140E+03   0.1608513E+03   0.2809613E+00   0.4035319E+04
   0.6016926E-01   0.2314685E-03   0.2489783E+03   0.2798413E+03   0.2639591E+03   0.2562231E+00   0.3936956E+04
   0.4288173E-01   0.2294237E-03   0.1811707E+03   0.1970417E+03   0.1889396E+03   0.2739971E+00   0.4008302E+04
   0.2927926E-01   0.2278494E-03   0.1257626E+03   0.1332349E+03   0.1294449E+03   0.2889564E+00   0.4065726E+04
   0.3461447E-01   0.2284632E-03   0.1477158E+03   0.1581190E+03   0.1528289E+03   0.2829824E+00   0.4043066E+04
   0.2821130E-01   0.2277270E-03   0.1213335E+03   0.1282760E+03   0.1247565E+03   0.2901692E+00   0.4070283E+04
   0.7318862E-01   0.2330408E-03   0.2981920E+03   0.3434378E+03   0.3200163E+03   0.2436888E+00   0.3884402E+04
   0.7221831E-01   0.2329227E-03   0.2945776E+03   0.3386618E+03   0.3158515E+03   0.2445989E+00   0.3888284E+04
   0.1656192E-01   0.2264051E-03   0.7225529E+02   0.7466848E+02   0.7345197E+02   0.3037763E+00   0.4120465E+04
   0.2759245E-01   0.2276562E-03   0.1187616E+03   0.1254058E+03   0.1220385E+03   0.2908746E+00   0.4072928E+04
   0.3357028E-01   0.2283427E-03   0.1434418E+03   0.1532343E+03   0.1482572E+03   0.2841406E+00   0.4047487E+04
   0.1238219E-01   0.2259362E-03   0.5429917E+02   0.5565219E+02   0.5497152E+02   0.3088321E+00   0.4138682E+04
   0.5694298E-01   0.2310832E-03   0.2365399E+03   0.2642454E+03   0.2500092E+03   0.2594396E+00   0.3950134E+04
   0.3375411E-01   0.2283639E-03   0.1441951E+03   0.1540937E+03   0.1490622E+03   0.2839363E+00   0.4046708E+04
   0.2414202E-01   0.2272627E-03   0.1043499E+03   0.1094491E+03   0.1068691E+03   0.2948429E+00   0.4087715E+04
   0.3111146E-01   0.2280596E-03   0.1333342E+03   0.1417597E+03   0.1374824E+03   0.2868891E+00   0.4057924E+04
   0.9608023E-01   0.2358725E-03   0.3810463E+03   0.4577859E+03   0.4176573E+03   0.2232781E+00   0.3794375E+04
   0.9900874E-01   0.2362409E-03   0.3913192E+03   0.4726432E+03   0.4300632E+03   0.2208077E+00   0.3783071E+04
   0.6169524E-01   0.2316514E-03   0.2548274E+03   0.2872407E+03   0.2705491E+03   0.2547172E+00   0.3930744E+04
   0.1383319E-01   0.2260987E-03   0.6055369E+02   0.6224058E+02   0.6139134E+02   0.3070663E+00   0.4132345E+04
   0.7889096E-01   0.2337382E-03   0.3192621E+03   0.3716230E+03   0.3444490E+03   0.2384161E+00   0.3861696E+04
   0.7870705E-01   0.2337156E-03   0.3185871E+03   0.3707108E+03   0.3436622E+03   0.2385842E+00   0.3862425E+04
   0.1247768E-01   0.2259469E-03   0.5471147E+02   0.5608533E+02   0.5539414E+02   0.3087155E+00   0.4138265E+04
   0.7803627E-01   0.2336333E-03   0.3161226E+03   0.3673857E+03   0.3407916E+03   0.2391982E+00   0.3865087E+04
   0.8469693E-01   0.2344537E-03   0.3404184E+03   0.4005252E+03   0.3692508E+03   0.2331783E+00   0.3838769E+04
   0.2068331E-01   0.2268702E-03   0.8977998E+02   0.9353228E+02   0.9163692E+02   0.2988820E+00   0.4102613E+04
   0.7470067E-01   0.2332252E-03   0.3038074E+03   0.3508919E+03   0.3265020E+03   0.2422781E+00   0.3878363E+04
   0.7858510E-01   0.2337007E-03   0.3181394E+03   0.3701061E+03   0.3431404E+03   0.2386957E+00   0.3862909E+04
   0.7424040E-02   0.2253838E-03   0.3275650E+02   0.3324467E+02   0.3299968E+02   0.3149526E+00   0.4160439E+04
   0.8720988E-01   0.2347651E-03   0.3494836E+03   0.4130984E+03   0.3799620E+03   0.2309513E+00   0.3828906E+04
   0.7505847E-01   0.2332689E-03   0.3051332E+03   0.3526579E+03   0.3280361E+03   0.2419456E+00   0.3876936E+04
   0.3724375E-01   0.2287675E-03   0.1584293E+03   0.1704501E+03   0.1643298E+03   0.2800894E+00   0.4031964E+04
   0.3136793E-01   0.2280891E-03   0.1343913E+03   0.1429547E+03   0.1386069E+03   0.2866010E+00   0.4056834E+04
   0.8104857E-01   0.2340035E-03   0.3271589E+03   0.3823395E+03   0.3536747E+03   0.2364545E+00   0.3853153E+04
   0.1406649E-01   0.2261248E-03   0.6155725E+02   0.6330122E+02   0.6242315E+02   0.3067834E+00   0.4131328E+04
   0.2457333E-01   0.2273118E-03   0.1061580E+03   0.1114395E+03   0.1087667E+03   0.2943436E+00   0.4085862E+04
   0.7374055E-01   0.2331081E-03   0.3002441E+03   0.3461571E+03   0.3223843E+03   0.2431728E+00   0.3882196E+04
   0.2124974E-01   0.2269343E-03   0.9217460E+02   0.9613359E+02   0.9413328E+02   0.2982163E+00   0.4100168E+04
   0.8812200E-02   0.2255381E-03   0.3881463E+02   0.3950173E+02   0.3915667E+02   0.3132254E+00   0.4154331E+04
   0.3574042E-01   0.2285934E-03   0.1523122E+03   0.1633941E+03   0.1577559E+03   0.2817394E+00   0.4038306E+04
   0.5266437E-01   0.2305748E-03   0.2198928E+03   0.2436637E+03   0.2314733E+03   0.2637754E+00   0.3967707E+04
   0.2245336E-01   0.2270708E-03   0.9725186E+02   0.1016682E+03   0.9943549E+02   0.2968072E+00   0.4094979E+04
   0.9034525E-02   0.2255628E-03   0.3978295E+02   0.4050504E+02   0.4014237E+02   0.3129497E+00   0.4153354E+04
   0.1658279E-01   0.2264074E-03   0.7234446E+02   0.7476370E+02   0.7354414E+02   0.3037513E+00   0.4120375E+04
   0.9763524E-01   0.2360679E-03   0.3865101E+03   0.4656686E+03   0.4242471E+03   0.2219625E+00   0.3788367E+04
   0.4024861E-01   0.2291166E-03   0.1705888E+03   0.1845971E+03   0.1774548E+03   0.2768237E+00   0.4019328E+04
   0.8625830E-02   0.2255173E-03   0.3800250E+02   0.3866093E+02   0.3833030E+02   0.3134566E+00   0.4155150E+04
   0.5564612E-01   0.2309288E-03   0.2315124E+03   0.2579948E+03   0.2443952E+03   0.2607453E+00   0.3955449E+04
   0.1537409E-01   0.2262715E-03   0.6717122E+02   0.6925249E+02   0.6820391E+02   0.3052035E+00   0.4125631E+04
   0.6653404E-01   0.2322337E-03   0.2732320E+03   0.3107999E+03   0.2914112E+03   0.2500075E+00   0.3911139E+04
   0.4873176E-01   0.2301102E-03   0.2044378E+03   0.2248485E+03   0.2144004E+03   0.2678322E+00   0.3983956E+04
   0.2811096E-01   0.2277156E-03   0.1209167E+03   0.1278104E+03   0.1243158E+03   0.2902835E+00   0.4070712E+04
   0.4605591E-01   0.2297955E-03   0.1938365E+03   0.2121023E+03   0.2027639E+03   0.2706326E+00   0.3995066E+04
   0.2247557E-01   0.2270733E-03   0.9734542E+02   0.1017704E+03   0.9953331E+02   0.2967813E+00   0.4094883E+04
   0.5808329E-01   0.2312192E-03   0.2409473E+03   0.2697502E+03   0.2549424E+03   0.2582976E+00   0.3945469E+04
   0.6432541E-01   0.2319674E-03   0.2648583E+03   0.3000284E+03   0.2818954E+03   0.2521450E+00   0.3920071E+04
   0.5381596E-01   0.2307113E-03   0.2243905E+03   0.2491919E+03   0.2364663E+03   0.2626005E+00   0.3962966E+04
   0.8117938E-01   0.2340196E-03   0.3276364E+03   0.3829902E+03   0.3542337E+03   0.2363361E+00   0.3852636E+04
   0.5110596E-01   0.2303904E-03   0.2137860E+03   0.2361959E+03   0.2247118E+03   0.2653747E+00   0.3974135E+04
   0.9084421E-01   0.2352173E-03   0.3624971E+03   0.4313502E+03   0.3954278E+03   0.2277724E+00   0.3814704E+04
   0.2498615E-01   0.2273588E-03   0.1078870E+03   0.1133457E+03   0.1105826E+03   0.2938665E+00   0.4084090E+04
   0.6933074E-02   0.2253293E-03   0.3060885E+02   0.3103475E+02   0.3082107E+02   0.3155661E+00   0.4162602E+04
   0.5702372E-01   0.2310928E-03   0.2368524E+03   0.2646349E+03   0.2503586E+03   0.2593586E+00   0.3949804E+04
   0.8339136E-01   0.2342923E-03   0.3356869E+03   0.3940081E+03   0.3636803E+03   0.2343448E+00   0.3843908E+04
   0.3948787E-01   0.2290280E-03   0.1675189E+03   0.1810100E+03   0.1741338E+03   0.2776464E+00   0.4022522E+04
   0.7475821E-01   0.2332322E-03   0.3040207E+03   0.3511759E+03   0.3267487E+03   0.2422246E+00   0.3878133E+04
   0.3013610E-01   0.2279476E-03   0.1293077E+03   0.1372188E+03   0.1332046E+03   0.2879875E+00   0.4062075E+04
   0.3038573E-01   0.2279763E-03   0.1303392E+03   0.1383804E+03   0.1342996E+03   0.2877060E+00   0.4061012E+04
   0.6105481E-01   0.2315746E-03   0.2523753E+03   0.2841335E+03   0.2677840E+03   0.2553480E+00   0.3933350E+04
   0.6310118E-01   0.2318202E-03   0.2601973E+03   0.2940709E+03   0.2766161E+03   0.2533386E+00   0.3925034E+04
   0.9778058E-01   0.2360862E-03   0.3870198E+03   0.4664061E+03   0.4248628E+03   0.2218400E+00   0.3787806E+04
   0.3252870E-01   0.2282227E-03   0.1391676E+03   0.1483687E+03   0.1436945E+03   0.2853013E+00   0.4051903E+04
   0.7688491E-01   0.2334923E-03   0.3118830E+03   0.3616848E+03   0.3358621E+03   0.2402563E+00   0.3869662E+04
   0.1896279E-01   0.2266757E-03   0.8248579E+02   0.8564377E+02   0.8404995E+02   0.3009143E+00   0.4110052E+04
   0.4670529E-01   0.2298717E-03   0.1964156E+03   0.2151914E+03   0.2055893E+03   0.2699500E+00   0.3992366E+04
   0.1474471E-01   0.2262009E-03   0.6447137E+02   0.6638661E+02   0.6542198E+02   0.3059628E+00   0.4128372E+04
   0.7660986E-01   0.2334586E-03   0.3108684E+03   0.3603241E+03   0.3346840E+03   0.2405099E+00   0.3870756E+04
   0.9578202E-01   0.2358350E-03   0.3799961E+03   0.4562758E+03   0.4163929E+03   0.2235314E+00   0.3795528E+04
   0.2628117E-01   0.2275065E-03   0.1132991E+03   0.1193326E+03   0.1162767E+03   0.2923756E+00   0.4078538E+04
   0.2170600E-01   0.2269861E-03   0.9410101E+02   0.9823045E+02   0.9614356E+02   0.2976812E+00   0.4098200E+04
   0.6821681E-01   0.2324371E-03   0.2795819E+03   0.3190273E+03   0.2986540E+03   0.2483925E+00   0.3904354E+04
   0.8621483E-01   0.2346417E-03   0.3459006E+03   0.4081152E+03   0.3757224E+03   0.2318303E+00   0.3832807E+04
   0.8403767E-01   0.2343722E-03   0.3380310E+03   0.3972330E+03   0.3664384E+03   0.2337666E+00   0.3841363E+04
   0.6467566E-01   0.2320096E-03   0.2661892E+03   0.3017345E+03   0.2834051E+03   0.2518047E+00   0.3918652E+04
   0.8215184E-01   0.2341394E-03   0.3311810E+03   0.3878303E+03   0.3583881E+03   0.2354584E+00   0.3848795E+04
   0.8756707E-01   0.2348094E-03   0.3507676E+03   0.4148887E+03   0.3814833E+03   0.2306367E+00   0.3827507E+04
   0.3111719E-01   0.2280603E-03   0.1333578E+03   0.1417864E+03   0.1375075E+03   0.2868826E+00   0.4057900E+04
   0.4493383E-01   0.2296639E-03   0.1893704E+03   0.2067710E+03   0.1978795E+03   0.2718166E+00   0.3999738E+04
   0.9339659E-01   0.2355361E-03   0.3715684E+03   0.4442160E+03   0.4062716E+03   0.2255691E+00   0.3804775E+04
   0.3139713E-01   0.2280925E-03   0.1345116E+03   0.1430908E+03   0.1387349E+03   0.2865682E+00   0.4056709E+04
   0.7626232E-01   0.2334161E-03   0.3095855E+03   0.3586054E+03   0.3331952E+03   0.2408307E+00   0.3872139E+04
   0.5585177E-01   0.2309532E-03   0.2323107E+03   0.2589853E+03   0.2452857E+03   0.2605378E+00   0.3954605E+04
   0.3732514E-01   0.2287769E-03   0.1587598E+03   0.1708325E+03   0.1646856E+03   0.2800004E+00   0.4031621E+04
   0.8510462E-01   0.2345042E-03   0.3418928E+03   0.4025624E+03   0.3709895E+03   0.2328154E+00   0.3837166E+04
   0.8772083E-01   0.2348285E-03   0.3513200E+03   0.4156596E+03   0.3821381E+03   0.2305014E+00   0.3826904E+04
   0.7679289E-01   0.2334810E-03   0.3115436E+03   0.3612295E+03   0.3354679E+03   0.2403411E+00   0.3870028E+04
   0.3946636E-01   0.2290255E-03   0.1674320E+03   0.1809087E+03   0.1740399E+03   0.2776697E+00   0.4022612E+04
   0.2222240E-01   0.2270446E-03   0.9627879E+02   0.1006054E+03   0.9841833E+02   0.2970770E+00   0.4095974E+04
   0.6661594E-01   0.2322436E-03   0.2735416E+03   0.3112000E+03   0.2917639E+03   0.2499286E+00   0.3910809E+04
   0.3971610E-01   0.2290546E-03   0.1684405E+03   0.1820858E+03   0.1751303E+03   0.2773993E+00   0.4021563E+04
   0.2559510E-01   0.2274282E-03   0.1104340E+03   0.1161595E+03   0.1132606E+03   0.2931644E+00   0.4081478E+04
   0.2090607E-01   0.2268954E-03   0.9072207E+02   0.9455501E+02   0.9261872E+02   0.2986200E+00   0.4101651E+04
   0.8515079E-01   0.2345099E-03   0.3420597E+03   0.4027932E+03   0.3711864E+03   0.2327744E+00   0.3836985E+04
   0.8377659E-01   0.2343399E-03   0.3370846E+03   0.3959300E+03   0.3653244E+03   0.2340000E+00   0.3842390E+04
   0.4257709E-01   0.2293881E-03   0.1799499E+03   0.1955996E+03   0.1876116E+03   0.2743224E+00   0.4009575E+04
   0.8274340E-01   0.2342123E-03   0.3333331E+03   0.3907775E+03   0.3609142E+03   0.2349262E+00   0.3846462E+04
   0.4693202E-01   0.2298984E-03   0.1973152E+03   0.2162706E+03   0.2065756E+03   0.2697121E+00   0.3991424E+04
   0.8515311E-02   0.2255051E-03   0.3752072E+02   0.3816244E+02   0.3784022E+02   0.3135939E+00   0.4155636E+04
   0.9661884E-01   0.2359401E-03   0.3829411E+03   0.4605146E+03   0.4199404E+03   0.2228214E+00   0.3792292E+04
   0.9178450E-01   0.2353346E-03   0.3658454E+03   0.4360853E+03   0.3994244E+03   0.2269579E+00   0.3811042E+04
   0.6281636E-01   0.2317859E-03   0.2591110E+03   0.2926862E+03   0.2753874E+03   0.2536172E+00   0.3926190E+04
   0.5794113E-01   0.2312022E-03   0.2403985E+03   0.2690635E+03   0.2543275E+03   0.2584397E+00   0.3946050E+04
   0.3180780E-01   0.2281397E-03   0.1362029E+03   0.1450053E+03   0.1405352E+03   0.2861077E+00   0.4054964E+04
   0.9773728E-01   0.2360807E-03   0.3868679E+03   0.4661864E+03   0.4246794E+03   0.2218765E+00   0.3787973E+04
   0.1351508E-01   0.2260630E-03   0.5918440E+02   0.6079498E+02   0.5998429E+02   0.3074524E+00   0.4133733E+04
   0.2534851E-01   0.2274001E-03   0.1094031E+03   0.1150198E+03   0.1121763E+03   0.2934485E+00   0.4082535E+04
   0.7509026E-01   0.2332728E-03   0.3052510E+03   0.3528149E+03   0.3281723E+03   0.2419161E+00   0.3876809E+04
   0.3619980E-01   0.2286465E-03   0.1541838E+03   0.1655487E+03   0.1597652E+03   0.2812341E+00   0.4036367E+04
   0.5344272E-01   0.2306670E-03   0.2229341E+03   0.2473993E+03   0.2348483E+03   0.2629806E+00   0.3964502E+04
   0.9766848E-01   0.2360721E-03   0.3866267E+03   0.4658373E+03   0.4243879E+03   0.2219345E+00   0.3788238E+04
   0.4629272E-01   0.2298233E-03   0.1947775E+03   0.2132285E+03   0.2037943E+03   0.2703834E+00   0.3994081E+04
   0.9268258E-01   0.2354468E-03   0.3690364E+03   0.4406129E+03   0.4032397E+03   0.2261830E+00   0.3807549E+04
   0.3917760E-01   0.2289920E-03   0.1662651E+03   0.1795480E+03   0.1727790E+03   0.2779827E+00   0.4023826E+04
   0.8924044E-01   0.2350175E-03   0.3567685E+03   0.4232861E+03   0.3886067E+03   0.2291691E+00   0.3820962E+04
   0.3508010E-01   0.2285170E-03   0.1496181E+03   0.1602995E+03   0.1548668E+03   0.2824676E+00   0.4041097E+04
   0.6706389E-02   0.2253042E-03   0.2961638E+02   0.3001495E+02   0.2981499E+02   0.3158498E+00   0.4163601E+04
   0.1989912E-01   0.2267815E-03   0.8645920E+02   0.8993436E+02   0.8817967E+02   0.2998063E+00   0.4106001E+04
   0.7606845E-01   0.2333923E-03   0.3088693E+03   0.3576470E+03   0.3323646E+03   0.2410098E+00   0.3872911E+04
   0.8704254E-01   0.2347443E-03   0.3488816E+03   0.4122600E+03   0.3792492E+03   0.2310989E+00   0.3829561E+04
   0.1825559E-01   0.2265959E-03   0.7947859E+02   0.8240694E+02   0.8092952E+02   0.3017541E+00   0.4113116E+04
   0.9109868E-01   0.2352490E-03   0.3634040E+03   0.4326311E+03   0.3965096E+03   0.2275517E+00   0.3813712E+04
   0.2299208E-01   0.2271320E-03   0.9951951E+02   0.1041484E+03   0.1018077E+03   0.2961790E+00   0.4092659E+04
   0.6560902E-01   0.2321221E-03   0.2697303E+03   0.3062849E+03   0.2874271E+03   0.2509003E+00   0.3914876E+04
   0.1634763E-01   0.2263810E-03   0.7133920E+02   0.7369072E+02   0.7250543E+02   0.3040332E+00   0.4121397E+04
   0.6970691E-01   0.2326176E-03   0.2851831E+03   0.3263273E+03   0.3050623E+03   0.2469722E+00   0.3898359E+04
   0.9229771E-01   0.2353987E-03   0.3676697E+03   0.4386720E+03   0.4016048E+03   0.2265148E+00   0.3809045E+04
   0.2550491E-01   0.2274179E-03   0.1100570E+03   0.1157426E+03   0.1128640E+03   0.2932683E+00   0.4081865E+04
   0.9176976E-01   0.2353328E-03   0.3657930E+03   0.4360111E+03   0.3993617E+03   0.2269707E+00   0.3811099E+04
   0.9321810E-01   0.2355138E-03   0.3709359E+03   0.4433150E+03   0.4055138E+03   0.2257224E+00   0.3805468E+04
   0.7512348E-02   0.2253936E-03   0.3314251E+02   0.3364234E+02   0.3339149E+02   0.3148424E+00   0.4160050E+04
   0.3838647E-01   0.2289000E-03   0.1630640E+03   0.1758232E+03   0.1693234E+03   0.2788424E+00   0.4027152E+04
   0.3279627E-02   0.2249252E-03   0.1454499E+02   0.1464055E+02   0.1459269E+02   0.3201735E+00   0.4178748E+04
   0.7070610E-02   0.2253446E-03   0.3121074E+02   0.3165366E+02   0.3143142E+02   0.3153941E+00   0.4161996E+04
   0.3513777E-01   0.2285237E-03   0.1498536E+03   0.1605697E+03   0.1551191E+03   0.2824040E+00   0.4040853E+04
   0.2041341E-01   0.2268397E-03   0.8863777E+02   0.9229350E+02   0.9044717E+02   0.2991997E+00   0.4103779E+04
